Timestamp,Active Power,Active Devices
2023-06-17 05:25,954.8795776367188,"Always On, Motor 1, Fridge, Other"
2023-06-17 05:30,410.4600830078125,Always On
2023-06-17 05:35,415.85601806640625,Always On
2023-06-17 05:40,833.656982421875,"Fridge 2, Always On, Other"
2023-06-17 05:45,850.0933837890625,"Fridge 2, Always On, Other"
2023-06-17 05:50,970.2318115234375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 05:55,962.1590576171875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 06:00,954.185546875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 06:05,838.5810546875,"Fridge 2, Always On, Other"
2023-06-17 06:10,844.0203857421875,"Fridge 2, Always On, Other"
2023-06-17 06:15,837.6279907226562,"Fridge 2, Always On, Other"
2023-06-17 06:20,994.3787841796875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 06:25,961.125244140625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 06:30,949.91943359375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 06:35,833.3773193359375,"Fridge 2, Always On, Other"
2023-06-17 06:40,834.4953002929688,"Fridge 2, Always On, Other"
2023-06-17 06:45,834.2753295898438,"Fridge 2, Always On, Other"
2023-06-17 06:50,407.5994873046875,Always On
2023-06-17 06:55,540.4204711914062,"Always On, Fridge"
2023-06-17 07:00,939.7230224609375,"Always On, Fridge 2, Fridge, Other"
2023-06-17 07:05,952.93994140625,"Fridge 2, Always On, Fridge"
2023-06-17 07:10,843.77587890625,"Fridge 2, Always On, Other"
2023-06-17 07:15,840.3310546875,"Fridge 2, Always On, Other"
2023-06-17 07:20,833.9918823242188,"Fridge 2, Always On, Other"
2023-06-17 07:25,835.7964477539062,"Fridge 2, Always On, Other"
2023-06-17 07:30,959.9346923828125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 07:35,948.1700439453125,"Fridge 2, Always On, Fridge"
2023-06-17 07:40,944.5467529296875,"Fridge 2, Always On, Fridge"
2023-06-17 07:45,834.4850463867188,"Fridge 2, Always On, Other"
2023-06-17 07:50,832.305419921875,"Fridge 2, Always On, Other"
2023-06-17 07:55,831.1218872070312,"Fridge 2, Always On, Other"
2023-06-17 08:00,828.9227294921875,"Always On, Fridge 2, Other"
2023-06-17 08:05,954.3252563476562,"Fridge 2, Always On, Fridge, Other"
2023-06-17 08:10,527.8502197265625,"Always On, Fridge"
2023-06-17 08:15,906.5053100585938,"Always On, Fridge 2, Fridge"
2023-06-17 08:20,837.5171508789062,"Fridge 2, Always On, Other"
2023-06-17 08:25,842.4434814453125,"Fridge 2, Always On, Other"
2023-06-17 08:30,841.990234375,"Fridge 2, Always On, Other"
2023-06-17 08:35,972.3201904296875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 08:40,964.3826293945312,"Fridge 2, Always On, Fridge, Other"
2023-06-17 08:45,948.1449584960938,"Fridge 2, Always On, Fridge, Other"
2023-06-17 08:50,825.6832885742188,"Fridge 2, Always On"
2023-06-17 08:55,828.3701171875,"Fridge 2, Always On"
2023-06-17 09:00,832.298095703125,"Fridge 2, Always On, Other"
2023-06-17 14:16,938.6012573242188,"Always On, Other, Fridge"
2023-06-17 14:21,1230.236572265625,"Always On, Fridge 2, Other, Fridge"
2023-06-17 14:30,2543.7783203125,"Other, Fridge 2, Always On, Fridge"
2023-06-17 14:35,2391.376708984375,"Other, Fridge 2, Always On"
2023-06-17 14:40,2381.243896484375,"Other, Fridge 2, Always On"
2023-06-17 14:45,2214.64208984375,"Other, Fridge 2, Always On"
2023-06-17 14:50,2215.221923828125,"Other, Fridge 2, Always On"
2023-06-17 14:55,5814.1083984375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 15:00,5742.59375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 15:05,1016.0652465820312,"Fridge 2, Always On, Fridge, Other"
2023-06-17 15:10,5636.71484375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 15:15,907.9285278320312,"Fridge 2, Always On, Other"
2023-06-17 15:20,906.26513671875,"Fridge 2, Always On, Other"
2023-06-17 15:25,596.3934326171875,"Always On, Fridge, Other"
2023-06-17 15:30,596.3934326171875,"Always On, Fridge, Other"
2023-06-17 15:35,1007.4376831054688,"Fridge 2, Always On, Fridge, Other"
2023-06-17 15:40,904.22216796875,"Fridge 2, Always On, Other"
2023-06-17 15:45,903.095458984375,"Fridge 2, Always On, Other"
2023-06-17 15:50,901.2008056640625,"Fridge 2, Always On, Other"
2023-06-17 15:55,895.0419311523438,"Fridge 2, Always On, Other"
2023-06-17 16:00,1022.2618408203125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 16:05,1011.2225341796875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 16:10,1003.1973266601562,"Fridge 2, Always On, Fridge, Other"
2023-06-17 16:15,908.685546875,"Fridge 2, Always On, Other"
2023-06-17 16:20,956.13623046875,"Fridge 2, Always On, Other"
2023-06-17 16:25,983.3106689453125,"Fridge 2, Always On, Other"
2023-06-17 16:30,1069.6075439453125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 16:35,1257.941650390625,"Fridge 2, Always On, Other, Fridge"
2023-06-17 16:40,559.615966796875,"Always On, Fridge, Other"
2023-06-17 16:45,787.272216796875,"Always On, Other"
2023-06-17 16:50,930.2841796875,"Always On, Fridge 2, Other"
2023-06-17 16:55,1005.12841796875,"Fridge 2, Always On, Other"
2023-06-17 17:00,1271.675537109375,"Other, Fridge 2, Always On"
2023-06-17 17:05,1914.489990234375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 17:10,1006.6524658203125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 17:15,984.08642578125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 17:20,874.74658203125,"Fridge 2, Always On, Other"
2023-06-17 17:25,867.619873046875,"Fridge 2, Always On, Other"
2023-06-17 17:30,876.5291137695312,"Fridge 2, Always On, Other"
2023-06-17 17:35,1015.6099853515625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 17:40,994.1094360351562,"Fridge 2, Always On, Fridge, Other"
2023-06-17 17:45,984.57666015625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 17:50,872.040283203125,"Fridge 2, Always On, Other"
2023-06-17 17:55,443.8075866699219,"Always On, Other"
2023-06-17 18:00,451.2816162109375,"Always On, Other"
2023-06-17 18:05,872.3323974609375,"Fridge 2, Always On, Other"
2023-06-17 18:10,1007.6044311523438,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:15,995.5470581054688,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:20,984.523681640625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:25,869.3973388671875,"Fridge 2, Always On, Other"
2023-06-17 18:30,860.8416137695312,"Fridge 2, Always On, Other"
2023-06-17 18:35,858.1072387695312,"Fridge 2, Always On, Other"
2023-06-17 18:40,986.744140625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:45,974.896240234375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:50,983.471923828125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 18:55,972.612060546875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 19:00,857.070556640625,"Fridge 2, Always On, Other"
2023-06-17 19:05,429.5616455078125,"Always On, Other"
2023-06-17 19:10,435.0737609863281,"Always On, Other"
2023-06-17 19:15,1005.3729248046875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 19:20,994.8260498046875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 19:25,990.9932250976562,"Fridge 2, Always On, Fridge, Other"
2023-06-17 19:30,977.4937744140625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 19:35,858.0164794921875,"Fridge 2, Always On, Other"
2023-06-17 19:40,857.5999755859375,"Fridge 2, Always On, Other"
2023-06-17 19:45,853.7618408203125,"Fridge 2, Always On, Other"
2023-06-17 19:50,854.2860717773438,"Fridge 2, Always On, Other"
2023-06-17 19:55,983.6751708984375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:00,977.6110229492188,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:05,970.113037109375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:10,854.997802734375,"Fridge 2, Always On, Other"
2023-06-17 20:15,434.66119384765625,"Always On, Other"
2023-06-17 20:20,433.1151428222656,"Always On, Other"
2023-06-17 20:25,1584.6737060546875,"Other, Fridge 2, Always On"
2023-06-17 20:30,990.0731201171875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:35,981.09716796875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:40,969.81982421875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 20:45,857.3056640625,"Fridge 2, Always On, Other"
2023-06-17 20:50,854.66015625,"Fridge 2, Always On, Other"
2023-06-17 20:55,855.1199951171875,"Fridge 2, Always On, Other"
2023-06-17 21:00,863.2616577148438,"Fridge 2, Always On, Other"
2023-06-17 21:05,981.189453125,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:10,971.1490478515625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:15,965.8464965820312,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:20,428.9351501464844,"Always On, Other"
2023-06-17 21:25,433.67559814453125,"Always On, Other"
2023-06-17 21:30,840.067626953125,"Always On, Fridge 2, Other"
2023-06-17 21:35,840.067626953125,"Always On, Fridge 2, Other"
2023-06-17 21:40,990.4458618164062,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:45,983.474853515625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:50,972.4881591796875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 21:55,860.4649658203125,"Fridge 2, Always On, Other"
2023-06-17 22:00,860.0625,"Fridge 2, Always On, Other"
2023-06-17 22:05,859.1480712890625,"Fridge 2, Always On, Other"
2023-06-17 22:10,857.3106689453125,"Fridge 2, Always On, Other"
2023-06-17 22:15,985.03076171875,"Fridge 2, Always On, Fridge, Other"
2023-06-17 22:20,977.9019775390625,"Fridge 2, Always On, Fridge, Other"
2023-06-17 22:25,973.2077026367188,"Fridge 2, Always On, Fridge, Other"
2023-06-17 22:30,436.64654541015625,"Always On, Other"
2023-06-17 22:35,438.4607238769531,"Always On, Other"
2023-06-17 22:40,438.4607238769531,"Always On, Other"
2023-06-17 22:45,950.7958984375,"Fridge 2, Always On, Other"
2023-06-17 22:50,1039.9759521484375,"Fridge 2, Always On, Fridge, Other"
2023-06-17 22:55,1134.31640625,"Fridge 2, Always On, Other, Fridge"
2023-06-17 23:00,1122.23291015625,"Fridge 2, Always On, Other, Fridge"
2023-06-17 23:05,1187.0076904296875,"Fridge 2, Always On, Other, Fridge"
2023-06-17 23:10,1794.59521484375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:15,1829.81982421875,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:20,1915.607666015625,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:25,1998.9229736328125,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:30,2065.03662109375,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:35,2379.18408203125,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:40,2379.18408203125,"Other, Fridge 2, Always On, Fridge"
2023-06-17 23:45,1965.1619873046875,"Other, Always On, Fridge"
2023-06-17 23:50,1043.8748779296875,"Fridge 2, Always On, Other"
2023-06-17 23:55,1044.44384765625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:00,1025.5517578125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:05,1046.484375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:10,1045.037109375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:15,1036.333251953125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:20,1024.94921875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:25,1017.6799926757812,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:30,1009.931396484375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:35,1007.5438842773438,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:40,892.654296875,"Fridge 2, Always On, Other"
2023-06-18 00:45,890.5177001953125,"Fridge 2, Always On, Other"
2023-06-18 00:50,1021.460693359375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 00:55,598.93505859375,"Always On, Fridge, Other"
2023-06-18 01:00,968.72021484375,"Always On, Fridge 2, Fridge, Other"
2023-06-18 01:05,1016.6370849609375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 01:10,904.8861083984375,"Fridge 2, Always On, Other"
2023-06-18 01:15,900.4511108398438,"Fridge 2, Always On, Other"
2023-06-18 01:20,900.0830078125,"Fridge 2, Always On, Other"
2023-06-18 01:25,1019.9310913085938,"Fridge 2, Always On, Fridge, Other"
2023-06-18 01:30,1024.735107421875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 01:35,1015.5897216796875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 01:40,898.0655517578125,"Fridge 2, Always On, Other"
2023-06-18 01:45,900.1834716796875,"Fridge 2, Always On, Other"
2023-06-18 01:50,894.6281127929688,"Fridge 2, Always On, Other"
2023-06-18 01:55,898.7757568359375,"Fridge 2, Always On, Other"
2023-06-18 02:00,1020.1837768554688,"Fridge 2, Always On, Fridge, Other"
2023-06-18 02:05,595.3157958984375,"Always On, Fridge, Other"
2023-06-18 02:10,588.9684448242188,"Always On, Fridge, Other"
2023-06-18 02:15,894.2505493164062,"Fridge 2, Always On, Other"
2023-06-18 02:20,905.7342529296875,"Fridge 2, Always On, Other"
2023-06-18 02:25,906.6089477539062,"Fridge 2, Always On, Other"
2023-06-18 02:30,901.7728271484375,"Fridge 2, Always On, Other"
2023-06-18 02:35,1024.365234375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 02:40,1024.365234375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 02:45,1021.0004272460938,"Fridge 2, Always On, Fridge, Other"
2023-06-18 02:50,889.701904296875,"Fridge 2, Always On, Other"
2023-06-18 02:55,894.8368530273438,"Fridge 2, Always On, Other"
2023-06-18 03:00,892.7138671875,"Fridge 2, Always On, Other"
2023-06-18 03:05,890.5731811523438,"Fridge 2, Always On, Other"
2023-06-18 03:10,1013.9951782226562,"Fridge 2, Always On, Fridge, Other"
2023-06-18 03:15,1010.1973266601562,"Fridge 2, Always On, Fridge, Other"
2023-06-18 03:20,578.4830932617188,"Always On, Fridge, Other"
2023-06-18 03:25,468.05291748046875,"Always On, Other"
2023-06-18 03:30,888.5075073242188,"Fridge 2, Always On, Other"
2023-06-18 03:35,898.5745849609375,"Fridge 2, Always On, Other"
2023-06-18 03:40,899.78369140625,"Fridge 2, Always On, Other"
2023-06-18 03:45,1017.464111328125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 03:50,1013.2071533203125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 03:55,1009.0697631835938,"Fridge 2, Always On, Fridge, Other"
2023-06-18 04:00,887.482177734375,"Fridge 2, Always On, Other"
2023-06-18 04:05,888.4293823242188,"Fridge 2, Always On, Other"
2023-06-18 04:10,891.738037109375,"Fridge 2, Always On, Other"
2023-06-18 04:15,890.6619262695312,"Fridge 2, Always On, Other"
2023-06-18 04:20,1012.7725830078125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 04:25,1009.3551025390625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 04:30,1000.625244140625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 04:35,467.3162841796875,"Always On, Other"
2023-06-18 04:40,846.6217041015625,"Always On, Fridge 2, Other"
2023-06-18 04:45,893.5072021484375,"Fridge 2, Always On, Other"
2023-06-18 04:50,902.214599609375,"Fridge 2, Always On, Other"
2023-06-18 04:55,1020.3209228515625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:00,1010.5709228515625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:05,1005.6111450195312,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:10,891.174072265625,"Fridge 2, Always On, Other"
2023-06-18 05:15,887.2218627929688,"Fridge 2, Always On, Other"
2023-06-18 05:20,889.4151000976562,"Fridge 2, Always On, Other"
2023-06-18 05:25,1031.666748046875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:30,1015.1180419921875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:35,1006.194580078125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:40,1000.4977416992188,"Fridge 2, Always On, Fridge, Other"
2023-06-18 05:45,889.6068115234375,"Fridge 2, Always On, Other"
2023-06-18 05:50,459.76629638671875,"Always On, Other"
2023-06-18 05:55,467.4639892578125,"Always On, Other"
2023-06-18 06:00,1011.1178588867188,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:05,1022.3038330078125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:10,1015.38232421875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:15,897.2784423828125,"Fridge 2, Always On, Other"
2023-06-18 06:20,894.6903686523438,"Fridge 2, Always On, Other"
2023-06-18 06:25,892.7162475585938,"Fridge 2, Always On, Other"
2023-06-18 06:30,894.2462158203125,"Fridge 2, Always On, Other"
2023-06-18 06:35,1015.025390625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:40,1016.2022094726562,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:45,1016.2022094726562,"Fridge 2, Always On, Fridge, Other"
2023-06-18 06:50,893.1204833984375,"Fridge 2, Always On, Other"
2023-06-18 06:55,887.7639770507812,"Fridge 2, Always On, Other"
2023-06-18 07:00,847.4207763671875,"Fridge 2, Always On, Other"
2023-06-18 07:05,423.0247802734375,"Always On, Other"
2023-06-18 07:10,617.1910400390625,"Always On, Fridge, Other"
2023-06-18 07:15,1030.2987060546875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 07:20,1041.495849609375,"Fridge 2, Always On, Fridge, Other"
2023-06-18 07:25,924.986083984375,"Fridge 2, Always On, Other"
2023-06-18 07:30,920.5374145507812,"Fridge 2, Always On, Other"
2023-06-18 07:35,2442.23095703125,"Other, Fridge 2, Always On"
2023-06-18 07:40,945.355224609375,"Fridge 2, Always On, Other"
2023-06-18 07:45,945.355224609375,"Fridge 2, Always On, Other"
2023-06-18 07:50,1070.463134765625,"Fridge 2, Always On, Fridge, Other"
2023-06-18 07:55,1058.3466796875,"Fridge 2, Always On, Fridge, Other"
2023-06-18 08:00,939.7012329101562,"Fridge 2, Always On, Other"
2023-06-18 08:05,937.330078125,"Fridge 2, Always On, Other"
2023-06-18 08:10,934.6012573242188,"Fridge 2, Always On, Other"
2023-06-18 08:15,1079.206298828125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 08:20,1059.366455078125,"Fridge 2, Always On, Fridge, Other"
2023-06-18 08:25,632.387939453125,"Always On, Fridge, Other"
2023-06-18 08:30,630.4585571289062,"Always On, Fridge, Other"
2023-06-18 08:35,930.5538330078125,"Fridge 2, Always On, Other"
2023-06-18 08:40,938.696533203125,"Fridge 2, Always On, Other"
