Timestamp,Active Power,Active Devices
2023-07-23 05:05,1199.373046875,"Always On, Fridge 2, Other"
2023-07-23 05:10,1207.7708740234375,"Always On, Fridge 2, Other"
2023-07-23 05:15,1205.83935546875,"Always On, Fridge 2, Other"
2023-07-23 05:20,1201.05322265625,"Always On, Fridge 2, Other"
2023-07-23 05:25,1203.246337890625,"Always On, Fridge 2, Other"
2023-07-23 05:30,1198.2738037109375,"Always On, Fridge 2, Other"
2023-07-23 05:35,1327.9481201171875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 05:40,1330.7333984375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 05:45,1329.4495849609375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 05:50,1335.413330078125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 05:55,1335.413330078125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 06:00,1323.50732421875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 06:05,1320.07080078125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 06:10,1317.593505859375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 06:15,1316.6112060546875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 06:20,1209.4295654296875,"Always On, Fridge 2, Other"
2023-07-23 06:25,1209.2783203125,"Always On, Fridge 2, Other"
2023-07-23 06:30,1209.1580810546875,"Always On, Fridge 2, Other"
2023-07-23 06:35,1203.1409912109375,"Always On, Fridge 2, Other"
2023-07-23 06:40,1202.98681640625,"Always On, Fridge 2, Other"
2023-07-23 06:45,1206.3936767578125,"Always On, Fridge 2, Other"
2023-07-23 06:50,1207.3662109375,"Always On, Fridge 2, Other"
2023-07-23 06:55,1190.107421875,"Always On, Fridge 2, Other"
2023-07-23 07:00,1310.2135009765625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:05,1310.3203125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:10,1306.3380126953125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:15,1310.60302734375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:20,1306.820068359375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:25,1303.19384765625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:30,1301.2939453125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:35,1290.522216796875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:40,1291.960205078125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 07:45,1181.4722900390625,"Always On, Fridge 2, Other"
2023-07-23 07:50,1180.4029541015625,"Always On, Fridge 2, Other"
2023-07-23 07:55,1184.46826171875,"Always On, Fridge 2, Other"
2023-07-23 08:00,1184.46826171875,"Always On, Fridge 2, Other"
2023-07-23 08:05,1180.2144775390625,"Always On, Fridge 2, Other"
2023-07-23 08:10,1175.218505859375,"Always On, Fridge 2, Other"
2023-07-23 08:15,1171.861083984375,"Always On, Fridge 2, Other"
2023-07-23 08:20,1171.4014892578125,"Always On, Fridge 2, Other"
2023-07-23 08:25,1298.878662109375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 08:30,1295.7691650390625,"Always On, Fridge 2, Fridge, Other"
2023-07-23 08:35,1306.517822265625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 08:40,1302.620849609375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 08:45,1305.3468017578125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 08:50,1300.3831787109375,"Always On, Fridge 2, Other, Fridge"
2023-07-23 08:55,1300.680908203125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 09:00,1295.200439453125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 09:05,1289.8394775390625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 09:10,1187.5604248046875,"Always On, Fridge 2, Other"
2023-07-23 09:15,1181.754638671875,"Always On, Fridge 2, Other"
2023-07-23 09:20,1186.52880859375,"Always On, Fridge 2, Other"
2023-07-23 09:25,1182.180419921875,"Always On, Fridge 2, Other"
2023-07-23 09:30,1177.44677734375,"Always On, Fridge 2, Other"
2023-07-23 09:35,1178.4080810546875,"Always On, Fridge 2, Other"
2023-07-23 09:40,1177.55029296875,"Always On, Fridge 2, Other"
2023-07-23 09:45,1179.8126220703125,"Always On, Fridge 2, Other"
2023-07-23 09:50,1301.4500732421875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 09:55,1296.1441650390625,"Always On, Fridge 2, Fridge, Other"
2023-07-23 10:00,1300.4527587890625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:05,1300.4527587890625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:10,1304.837890625,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:15,1303.7999267578125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:20,1305.8203125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:25,1354.8955078125,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:30,1299.41357421875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 10:35,1184.366943359375,"Always On, Fridge 2, Other"
2023-07-23 10:40,1191.1561279296875,"Always On, Fridge 2, Other"
2023-07-23 10:45,1214.6329345703125,"Always On, Fridge 2, Other"
2023-07-23 10:50,1089.6739501953125,"Always On, Fridge 2, Other"
2023-07-23 10:55,1228.6763916015625,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:00,1204.46875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:05,1202.969970703125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:10,1193.0899658203125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:15,1080.744140625,"Always On, Fridge 2, Other"
2023-07-23 11:20,1080.9423828125,"Always On, Fridge 2, Other"
2023-07-23 11:25,1081.7557373046875,"Always On, Fridge 2, Other"
2023-07-23 11:30,1071.4893798828125,"Always On, Fridge 2, Other"
2023-07-23 11:35,1200.0615234375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:40,1194.3046875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:45,1193.1947021484375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:50,1188.365966796875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 11:55,1072.846435546875,"Always On, Fridge 2, Other"
2023-07-23 12:00,1071.0538330078125,"Always On, Fridge 2, Other"
2023-07-23 12:05,1071.024658203125,"Always On, Fridge 2, Other"
2023-07-23 12:10,1077.4029541015625,"Always On, Fridge 2, Other"
2023-07-23 12:15,1200.74462890625,"Always On, Fridge 2, Fridge, Other"
2023-07-23 12:20,1199.7030029296875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 12:25,1190.443115234375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 12:30,1195.5010986328125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 12:35,1077.2066650390625,"Always On, Fridge 2, Other"
2023-07-23 12:40,1072.8734130859375,"Always On, Fridge 2, Other"
2023-07-23 12:45,1076.9228515625,"Always On, Fridge 2, Other"
2023-07-23 12:50,1075.3436279296875,"Always On, Fridge 2, Other"
2023-07-23 12:55,1198.3709716796875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:00,1189.8128662109375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:05,1191.53076171875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:10,1191.53076171875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:15,1065.264892578125,"Always On, Fridge 2, Other"
2023-07-23 13:20,1069.52099609375,"Always On, Fridge 2, Other"
2023-07-23 13:25,1059.3309326171875,"Always On, Fridge 2, Other"
2023-07-23 13:30,1054.2113037109375,"Always On, Fridge 2, Other"
2023-07-23 13:35,1181.4320068359375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:40,1176.308349609375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:45,1177.3719482421875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:50,1165.7774658203125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 13:55,1045.3115234375,"Always On, Fridge 2, Other"
2023-07-23 14:00,1050.3143310546875,"Always On, Fridge 2, Other"
2023-07-23 14:05,1055.873046875,"Always On, Fridge 2, Other"
2023-07-23 14:10,1057.6265869140625,"Always On, Fridge 2, Other"
2023-07-23 14:15,1057.6265869140625,"Always On, Fridge 2, Other"
2023-07-23 14:20,1171.392333984375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 14:25,1172.1680908203125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 14:30,1160.552734375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 14:35,1043.712158203125,"Always On, Fridge 2"
2023-07-23 14:40,1043.2252197265625,"Always On, Fridge 2"
2023-07-23 14:45,1043.60888671875,"Always On, Fridge 2, Other"
2023-07-23 14:50,1188.17236328125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 14:55,1169.666259765625,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:00,1176.3311767578125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:05,1166.157958984375,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:10,1164.8154296875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:15,1047.3748779296875,"Always On, Fridge 2, Other"
2023-07-23 15:20,1047.083251953125,"Always On, Fridge 2, Other"
2023-07-23 15:25,1044.825439453125,"Always On, Fridge 2, Other"
2023-07-23 15:30,1181.266845703125,"Always On, Fridge 2, Fridge"
2023-07-23 15:35,1305.061279296875,"Always On, Fridge 2, Other, Fridge"
2023-07-23 15:40,1233.565673828125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:45,1240.6553955078125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:50,1236.1192626953125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 15:55,1234.8692626953125,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:00,1240.971435546875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:05,1245.3426513671875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:10,1241.9598388671875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:15,1225.294921875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:20,1225.294921875,"Always On, Fridge 2, Fridge, Other"
2023-07-23 16:25,1768.56787109375,"Other, Always On, Fridge"
2023-07-23 16:30,1435.96142578125,"Always On, Other, Fridge, Light 1"
2023-07-23 16:35,1778.65283203125,"Other, Always On, Fridge"
2023-07-23 16:40,1394.1966552734375,"Other, Always On, Fridge"
2023-07-23 16:45,1388.812255859375,"Always On, Other, Fridge"
2023-07-23 16:50,1464.8199462890625,"Always On, Other, Fridge, Light 1"
2023-07-23 16:55,1361.3863525390625,"Always On, Other, Fridge"
2023-07-23 17:00,1354.918701171875,"Always On, Other, Fridge"
2023-07-23 17:05,1349.701171875,"Always On, Other, Fridge"
2023-07-23 17:10,1242.679443359375,"Always On, Other, Fridge"
2023-07-23 17:15,1234.214111328125,"Always On, Other, Fridge"
2023-07-23 17:20,1235.449462890625,"Always On, Other, Fridge"
2023-07-23 17:25,1234.0927734375,"Always On, Other, Fridge"
2023-07-23 17:30,1233.98583984375,"Always On, Other, Fridge"
2023-07-23 17:35,1251.730712890625,"Always On, Other, Fridge"
2023-07-23 17:40,1256.5955810546875,"Always On, Other, Fridge"
2023-07-23 17:45,1243.0228271484375,"Always On, Other, Fridge"
2023-07-23 17:50,1243.6873779296875,"Always On, Other, Fridge"
2023-07-23 17:55,1246.8043212890625,"Always On, Other, Fridge"
2023-07-23 18:00,1247.8128662109375,"Always On, Other, Fridge"
2023-07-23 18:05,1240.057373046875,"Always On, Other, Fridge"
2023-07-23 18:10,1241.3602294921875,"Always On, Other, Fridge"
2023-07-23 18:15,1248.165283203125,"Always On, Other, Fridge"
2023-07-23 18:20,1243.4515380859375,"Always On, Other, Fridge"
2023-07-23 18:25,1243.4515380859375,"Always On, Other, Fridge"
2023-07-23 18:30,6280.0712890625,"AC, Other, Always On, Fridge"
2023-07-23 18:35,1238.2503662109375,"Always On, Other, Fridge"
2023-07-23 18:40,1238.51708984375,"Always On, Other, Fridge"
2023-07-23 18:45,1233.804443359375,"Always On, Other, Fridge"
2023-07-23 18:50,1232.779296875,"Always On, Other, Fridge"
2023-07-23 18:55,1240.5810546875,"Always On, Other, Fridge"
2023-07-23 19:00,1245.84619140625,"Always On, Other, Fridge"
2023-07-23 19:05,1248.218505859375,"Always On, Other, Fridge"
2023-07-23 19:10,1250.659912109375,"Always On, Other, Fridge"
2023-07-23 19:15,1252.453369140625,"Always On, Other, Fridge"
2023-07-23 19:20,1246.4774169921875,"Always On, Other, Fridge"
2023-07-23 19:25,1246.4774169921875,"Always On, Other, Fridge"
2023-07-23 19:30,1244.286376953125,"Always On, Other, Fridge"
2023-07-23 19:35,1233.705322265625,"Always On, Other, Fridge"
2023-07-23 19:40,1222.990234375,"Always On, Other, Fridge"
2023-07-23 19:45,1236.383056640625,"Always On, Other, Fridge"
2023-07-23 19:50,1236.560302734375,"Always On, Other, Fridge"
2023-07-23 19:55,1236.7373046875,"Always On, Other, Fridge"
2023-07-23 20:00,6217.5068359375,"AC, Other, Always On"
2023-07-23 20:05,1232.1690673828125,"Always On, Other"
2023-07-23 20:10,1231.2657470703125,"Always On, Other"
2023-07-23 20:15,1234.7825927734375,"Always On, Other"
2023-07-23 20:20,1249.8228759765625,"Always On, Other"
2023-07-23 20:25,1249.8228759765625,"Always On, Other"
2023-07-23 20:30,1342.7799072265625,"Other, Always On"
2023-07-23 20:35,1744.0069580078125,"Other, Always On, Heat 2"
2023-07-23 20:40,6756.19091796875,"AC, Other, Always On, Heat 2"
2023-07-23 20:45,6699.04248046875,"AC, Other, Always On, Heat 2"
2023-07-23 20:50,6765.2587890625,"AC, Other, Always On, Heat 2"
2023-07-23 20:55,6328.361328125,"AC, Other, Always On, Heat 2"
2023-07-23 21:00,6464.7626953125,"AC, Other, Always On, Fridge"
2023-07-23 21:05,1507.562744140625,"Other, Always On, Fridge"
2023-07-23 21:10,1595.00048828125,"Other, Always On, Fridge"
2023-07-23 21:15,6477.4951171875,"AC, Other, Always On, Fridge"
2023-07-23 21:20,6436.85546875,"AC, Other, Always On, Fridge"
2023-07-23 21:25,6436.85546875,"AC, Other, Always On, Fridge"
2023-07-23 21:30,1621.711181640625,"Other, Always On, Fridge"
2023-07-23 21:35,1574.31884765625,"Other, Always On, Fridge"
2023-07-23 21:40,1572.258544921875,"Other, Always On, Fridge"
2023-07-23 21:45,6443.0908203125,"AC, Other, Always On, Fridge"
2023-07-23 21:50,6438.05078125,"AC, Other, Always On, Fridge"
2023-07-23 21:55,1551.31982421875,"Other, Always On, Fridge"
2023-07-23 22:00,1484.4588623046875,"Other, Always On, Fridge"
2023-07-23 22:05,1440.4617919921875,"Other, Always On, Fridge"
2023-07-23 22:10,6330.30078125,"AC, Other, Always On, Fridge"
2023-07-23 22:15,6161.70068359375,"AC, Other, Always On, Fridge"
2023-07-23 22:20,2523.5556640625,"Other, Always On"
2023-07-23 22:25,2820.0576171875,"Other, Always On, Fridge"
2023-07-23 22:30,2820.0576171875,"Other, Always On, Fridge"
2023-07-23 22:35,1487.8857421875,"Other, Always On, Fridge"
2023-07-23 22:40,6286.79248046875,"AC, Other, Always On, Fridge"
2023-07-23 22:45,6257.572265625,"AC, Other, Always On, Fridge"
2023-07-23 22:50,1317.6983642578125,"Always On, Other, Fridge"
2023-07-23 22:55,1204.271728515625,"Always On, Other"
2023-07-23 23:00,1193.0213623046875,"Always On, Other"
2023-07-23 23:05,1139.0389404296875,"Always On, Other"
2023-07-23 23:10,1269.084228515625,"Always On, Other, Fridge"
2023-07-23 23:15,6061.17578125,"AC, Always On, Other, Fridge"
2023-07-23 23:20,7388.5576171875,"AC, Other, Always On, Fridge"
2023-07-23 23:25,2605.2373046875,"Other, Always On, Fridge"
2023-07-23 23:30,2589.913818359375,"Other, Always On, Fridge"
2023-07-23 23:35,2589.913818359375,"Other, Always On, Fridge"
2023-07-23 23:40,1097.1590576171875,"Always On, Other"
2023-07-23 23:45,1102.121826171875,"Always On, Other"
2023-07-23 23:50,6619.8173828125,"AC, Fridge, Always On, Other"
2023-07-23 23:55,6020.486328125,"AC, Always On, Other, Fridge"
2023-07-24 00:00,1218.9814453125,"Always On, Other, Fridge"
2023-07-24 00:05,1217.14404296875,"Always On, Other, Fridge"
2023-07-24 00:10,1209.552978515625,"Always On, Other, Fridge"
2023-07-24 00:15,1093.7933349609375,"Always On, Other"
2023-07-24 00:20,1088.4471435546875,"Always On, Other"
2023-07-24 00:25,1085.30078125,"Always On, Other"
2023-07-24 00:30,1095.51708984375,"Always On, Other"
2023-07-24 00:35,5970.0703125,"AC, Always On, Other, Fridge"
2023-07-24 00:40,1218.1805419921875,"Always On, Other, Fridge"
2023-07-24 00:45,1210.00732421875,"Always On, Other, Fridge"
2023-07-24 00:50,1206.1351318359375,"Always On, Other, Fridge"
2023-07-24 00:55,1209.0087890625,"Always On, Other, Fridge"
2023-07-24 01:00,1095.0389404296875,"Always On, Other"
2023-07-24 01:05,1089.569580078125,"Always On, Other"
2023-07-24 01:10,1096.112548828125,"Always On, Other"
2023-07-24 01:15,5952.0732421875,"AC, Always On, Other, Fridge"
2023-07-24 01:20,1217.3187255859375,"Always On, Other, Fridge"
2023-07-24 01:25,1217.20703125,"Always On, Other, Fridge"
2023-07-24 01:30,1216.71435546875,"Always On, Other, Fridge"
2023-07-24 01:35,1211.193603515625,"Always On, Other, Fridge"
2023-07-24 01:40,1100.2154541015625,"Always On, Other"
2023-07-24 01:45,1099.75732421875,"Always On, Other"
2023-07-24 01:50,1095.89306640625,"Always On, Other"
2023-07-24 01:55,1243.12890625,"Always On, Other, Fridge"
2023-07-24 02:00,1226.723876953125,"Always On, Other, Fridge"
2023-07-24 02:05,1225.2003173828125,"Always On, Other, Fridge"
2023-07-24 02:10,1219.03076171875,"Always On, Other, Fridge"
2023-07-24 02:15,1209.46142578125,"Always On, Other, Fridge"
2023-07-24 02:20,1104.705078125,"Always On, Other"
2023-07-24 02:25,1097.537109375,"Always On, Other"
2023-07-24 02:30,1102.44482421875,"Always On, Other"
2023-07-24 02:35,1106.6175537109375,"Always On, Other"
2023-07-24 02:40,1106.6175537109375,"Always On, Other"
2023-07-24 02:45,1227.9473876953125,"Always On, Other, Fridge"
2023-07-24 02:50,1224.4302978515625,"Always On, Other, Fridge"
2023-07-24 02:55,1218.412109375,"Always On, Other, Fridge"
2023-07-24 03:00,1105.9288330078125,"Always On, Other"
2023-07-24 03:05,1087.9228515625,"Always On, Other"
2023-07-24 03:10,1092.927490234375,"Always On, Other"
2023-07-24 03:15,1093.1051025390625,"Always On, Other"
2023-07-24 03:20,1221.6551513671875,"Always On, Other, Fridge"
2023-07-24 03:25,1217.652099609375,"Always On, Other, Fridge"
2023-07-24 03:30,1221.970947265625,"Always On, Other, Fridge"
2023-07-24 03:35,1211.573974609375,"Always On, Other, Fridge"
2023-07-24 03:40,1101.706787109375,"Always On, Other"
2023-07-24 03:45,1097.1585693359375,"Always On, Other"
2023-07-24 03:50,1092.6865234375,"Always On, Other"
2023-07-24 03:55,1093.9503173828125,"Always On, Other"
2023-07-24 04:00,1221.066650390625,"Always On, Other, Fridge"
2023-07-24 04:05,1218.6002197265625,"Always On, Other, Fridge"
2023-07-24 04:10,1218.656005859375,"Always On, Other, Fridge"
2023-07-24 04:15,1207.7069091796875,"Always On, Other, Fridge"
2023-07-24 04:20,1158.6383056640625,"Always On, Other"
2023-07-24 04:25,1166.908935546875,"Always On, Other"
2023-07-24 04:30,1163.38427734375,"Always On, Other"
2023-07-24 04:35,1165.78466796875,"Always On, Other"
2023-07-24 04:40,1288.892578125,"Always On, Other, Fridge"
2023-07-24 04:45,1288.892578125,"Always On, Other, Fridge"
2023-07-24 04:50,1284.4476318359375,"Always On, Other, Fridge"
2023-07-24 04:55,1272.5511474609375,"Always On, Other, Fridge"
2023-07-24 05:00,1153.0233154296875,"Always On, Other"
2023-07-24 05:05,1144.630615234375,"Always On, Other"
2023-07-24 05:10,1144.7181396484375,"Always On, Other"
2023-07-24 05:15,1142.594482421875,"Always On, Other"
2023-07-24 05:20,1254.520263671875,"Always On, Other, Fridge"
2023-07-24 05:25,1243.4803466796875,"Always On, Other, Fridge"
2023-07-24 05:30,1247.4207763671875,"Always On, Other, Fridge"
2023-07-24 05:35,1235.7510986328125,"Always On, Other, Fridge"
2023-07-24 05:40,1119.694091796875,"Always On, Other"
2023-07-24 05:45,1127.9002685546875,"Always On, Other"
2023-07-24 05:50,1123.1834716796875,"Always On, Other"
2023-07-24 05:55,1117.8160400390625,"Always On, Other"
2023-07-24 06:00,1240.16259765625,"Always On, Other, Fridge"
2023-07-24 06:05,1233.8707275390625,"Always On, Other, Fridge"
2023-07-24 06:10,1233.7003173828125,"Always On, Other, Fridge"
2023-07-24 06:15,1229.6962890625,"Always On, Other, Fridge"
2023-07-24 06:20,1104.182861328125,"Always On, Other"
2023-07-24 06:25,1103.38818359375,"Always On, Other"
2023-07-24 06:30,1101.538330078125,"Always On, Other"
2023-07-24 06:35,1102.236572265625,"Always On, Other"
2023-07-24 06:40,1232.1856689453125,"Always On, Other, Fridge"
2023-07-24 06:45,1232.1856689453125,"Always On, Other, Fridge"
2023-07-24 06:50,1225.0302734375,"Always On, Other, Fridge"
2023-07-24 06:55,2341.673828125,"Other, Always On, Fridge"
2023-07-24 07:00,1102.616455078125,"Always On, Other"
2023-07-24 07:05,1189.5616455078125,"Always On, Other"
2023-07-24 07:10,1265.2572021484375,"Always On, Other"
2023-07-24 07:15,1257.111083984375,"Always On, Other"
2023-07-24 07:20,1479.5068359375,"Always On, Other, Fridge"
2023-07-24 07:25,1305.2147216796875,"Always On, Other, Fridge"
2023-07-24 07:30,2658.88525390625,"Other, Always On, Fridge, Light 1"
2023-07-24 07:35,1373.214599609375,"Always On, Other, Fridge"
2023-07-24 07:40,1365.5059814453125,"Always On, Other, Fridge"
2023-07-24 07:45,1523.250732421875,"Always On, Other, Fridge"
2023-07-24 07:50,1611.1834716796875,"Other, Always On, Fridge"
2023-07-24 07:55,1841.288818359375,"Other, Always On, Fridge"
2023-07-24 08:00,1309.392822265625,"Always On, Other, Fridge"
2023-07-24 08:05,1300.3759765625,"Always On, Other, Fridge"
2023-07-24 08:10,1356.59033203125,"Always On, Other, Fridge"
2023-07-24 08:15,1399.98388671875,"Always On, Other, Fridge"
2023-07-24 08:20,1405.696044921875,"Always On, Other, Fridge"
2023-07-24 08:25,1651.968994140625,"Always On, Other, Heat 2"
2023-07-24 08:30,1639.0501708984375,"Always On, Other, Heat 2"
2023-07-24 08:35,1627.9803466796875,"Always On, Other, Heat 2"
2023-07-24 08:40,1202.9764404296875,"Always On, Other"
2023-07-24 08:45,1363.5660400390625,"Always On, Other, Fridge"
2023-07-24 08:50,1363.5660400390625,"Always On, Other, Fridge"
2023-07-24 08:55,1352.7381591796875,"Always On, Other, Fridge"
2023-07-24 09:00,1342.061279296875,"Always On, Other, Fridge"
2023-07-24 09:05,1335.5684814453125,"Always On, Other, Fridge"
2023-07-24 09:10,1328.788818359375,"Always On, Other, Fridge"
2023-07-24 09:15,1319.2568359375,"Always On, Other, Fridge"
2023-07-24 09:20,1319.5582275390625,"Always On, Other, Fridge"
2023-07-24 09:25,1313.74462890625,"Always On, Other, Fridge"
2023-07-24 09:30,1313.8804931640625,"Always On, Other, Fridge"
2023-07-24 09:35,1317.591796875,"Always On, Other, Fridge"
2023-07-24 09:40,1339.5506591796875,"Always On, Other, Fridge"
2023-07-24 09:45,1302.998046875,"Always On, Other, Fridge"
2023-07-24 09:50,1302.998046875,"Always On, Other, Fridge"
2023-07-24 09:55,1300.2904052734375,"Always On, Other, Fridge"
2023-07-24 10:00,1274.6378173828125,"Always On, Other, Fridge"
2023-07-24 10:05,1277.75341796875,"Always On, Other, Fridge"
2023-07-24 10:10,1271.3531494140625,"Always On, Other, Fridge"
2023-07-24 10:15,1163.4072265625,"Always On, Other"
2023-07-24 10:20,1161.5838623046875,"Always On, Other"
2023-07-24 10:25,1216.795654296875,"Always On, Other"
2023-07-24 10:30,1199.17138671875,"Always On, Other"
2023-07-24 10:35,1164.5924072265625,"Always On, Other"
2023-07-24 10:40,1161.690673828125,"Always On, Other"
2023-07-24 10:45,1170.8009033203125,"Always On, Other"
2023-07-24 10:50,1296.001708984375,"Always On, Other, Fridge"
2023-07-24 10:55,1288.4425048828125,"Always On, Other, Fridge"
2023-07-24 11:00,1293.641845703125,"Always On, Other, Fridge"
2023-07-24 11:05,1324.334228515625,"Always On, Other, Fridge"
2023-07-24 11:10,1283.214111328125,"Always On, Other, Fridge"
2023-07-24 11:15,1278.368408203125,"Always On, Other, Fridge"
2023-07-24 11:20,1278.185302734375,"Always On, Other, Fridge"
2023-07-24 11:25,1435.736083984375,"Always On, Other, Light 2"
2023-07-24 11:30,1169.956298828125,"Always On, Other"
2023-07-24 11:35,1166.079833984375,"Always On, Other"
2023-07-24 11:40,1456.0721435546875,"Always On, Other, Fridge"
2023-07-24 11:45,1455.5133056640625,"Always On, Other, Light 2, Fridge"
2023-07-24 11:50,1306.418701171875,"Always On, Other, Fridge"
2023-07-24 11:55,1306.418701171875,"Always On, Other, Fridge"
2023-07-24 12:00,1444.1234130859375,"Always On, Other, Light 2, Fridge"
2023-07-24 12:05,1442.5240478515625,"Always On, Other, Light 2, Fridge"
2023-07-24 12:10,1320.2540283203125,"Always On, Light 2, Other"
2023-07-24 12:15,1354.672119140625,"Always On, Other, Light 2"
2023-07-24 12:20,1359.387451171875,"Always On, Other, Light 2"
2023-07-24 12:25,1476.2894287109375,"Always On, Other, Light 2, Fridge"
2023-07-24 12:30,1469.2083740234375,"Always On, Other, Light 2, Fridge"
2023-07-24 12:35,1468.919189453125,"Always On, Other, Light 2, Fridge"
2023-07-24 12:40,1469.1417236328125,"Always On, Other, Light 2, Fridge"
2023-07-24 12:45,1310.0609130859375,"Always On, Other, Fridge"
2023-07-24 12:50,1454.3045654296875,"Always On, Other, Light 2, Fridge"
2023-07-24 12:55,2358.513671875,"Other, Always On"
2023-07-24 13:00,2490.53857421875,"Other, Always On, Light 2"
2023-07-24 13:05,2339.317138671875,"Other, Always On"
2023-07-24 13:10,2463.10302734375,"Other, Always On, Fridge"
2023-07-24 13:15,2456.7255859375,"Other, Always On, Fridge"
2023-07-24 13:20,2604.127197265625,"Other, Always On, Light 2, Fridge"
2023-07-24 13:25,1332.144287109375,"Always On, Other, Fridge"
2023-07-24 13:30,1316.499755859375,"Always On, Other, Fridge"
2023-07-24 13:35,1454.777099609375,"Always On, Other, Light 2, Fridge"
2023-07-24 13:40,1204.529541015625,"Always On, Other"
2023-07-24 13:45,1194.451904296875,"Always On, Other"
2023-07-24 13:50,1199.8927001953125,"Always On, Other"
2023-07-24 13:55,1459.38671875,"Always On, Other, Light 2, Fridge"
2023-07-24 14:00,1459.38671875,"Always On, Other, Light 2, Fridge"
2023-07-24 14:05,1308.9122314453125,"Always On, Other, Fridge"
2023-07-24 14:10,1306.795654296875,"Always On, Other, Fridge"
2023-07-24 14:15,1301.4375,"Always On, Other, Fridge"
2023-07-24 14:20,1185.932861328125,"Always On, Other"
2023-07-24 14:25,1185.0941162109375,"Always On, Other"
2023-07-24 14:30,1184.37060546875,"Always On, Other"
2023-07-24 14:35,1187.1590576171875,"Always On, Other"
2023-07-24 14:40,1309.359130859375,"Always On, Other, Fridge"
2023-07-24 14:45,1308.2935791015625,"Always On, Other, Fridge"
2023-07-24 14:50,1312.720458984375,"Always On, Other, Fridge"
2023-07-24 14:55,1304.946044921875,"Always On, Other, Fridge"
